Advert ID	Title	LGA	Locality	Description	Newspaper	Advert Date	Expiry Date	Longtitude	Latitiude	HTML	Cluster Id	Date	Comments
393398833	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"PORT STEPHENS COUNCIL"}	DUNS CREEK, GLEN OAK	Crown and Council roads within and adjoining Lots 98, 100 & 133 DP 752497 in the vicinity of Uffington Road at Duns Creek and Storks Roads at Glen Oak. (File Ref: 16/01513, Cluster 568623, Case Officer:  S. Ambrus).	Maitland Mercury	24 June 2016	22 July 2016	151.6428266	-32.61928792	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown and Council roads within and adjoining Lots 98, 100 &amp; 133 DP 752497 in the vicinity of Uffington Road at Duns Creek and Storks Roads at Glen Oak. (File Ref: 16/01513, Cluster 568623, Case Officer:&nbsp; S. Ambrus).&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Sharon Ambrus by email at Sharon.Ambrus@crownland.nsw.gov.au or on T:02 4428 9116 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690018	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"NARRABRI SHIRE COUNCIL"}	BULLAWA CREEK, EULAH CREEK	Crown roads at Bullawa Creek, adjoining &/or within the following properties; 'Roadview' at 2370 Kaputar Road; 'Ningadoo View' at 82 Bullawa Mail Road; 'Morven' at 117 Bullawa Mail Road; 'Girraween' at 2082 Kaputar Road; 'Rosemont' at 1031 Eulah Road; 'Glennayr' at 152 Cumnock Lane; 'Kebah' at Tea Tree Gully Road and unformed Council road within the property 'Basilea' at 196 Tea Tree Gully Road (CL 549760 - File Ref: 15/03395) Case officer: Jessica French	Border News	27 June 2016	25 July 2016	149.9929014	-30.31385314	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Bullawa Creek, adjoining &amp;/or within the following properties; 'Roadview' at 2370 Kaputar Road; 'Ningadoo View' at 82 Bullawa Mail Road; 'Morven' at 117 Bullawa Mail Road; 'Girraween' at 2082 Kaputar Road; 'Rosemont' at 1031 Eulah Road; 'Glennayr' at 152 Cumnock Lane; 'Kebah' at Tea Tree Gully Road and unformed Council road within the property 'Basilea' at 196 Tea Tree Gully Road (CL 549760 - File Ref: 15/03395) Case officer: Jessica French&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Jessica French by email at Jessica.French@crownland.nsw.gov.au or on T:02 6640 3951 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690021	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"FEDERATION COUNCIL"}	OAKLANDS	Crown and Council roads at Oaklands, within and adjoining properties bounded by Emu Park Road, Narrow Plains Road and Darcys Road. (REF 16/04107 CL 560272)	Corowa Free Press	29 June 2016	27 July 2016	146.1701046	-35.55837581	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown and Council roads at Oaklands, within and adjoining properties bounded by Emu Park Road, Narrow Plains Road and Darcys Road. (REF 16/04107 CL 560272)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Cassandra Hewat by email at cassandra.hewat@crownland.nsw.gov.au or on T:02 6640 3948 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690024	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	JINGERA	Crown roads at Jingera, adjoining &/or within the following; Lot 129 & 47 DP 754888 at 5827 Jerangle Road and Lot 5 DP 754888 adjacent to Ballinafad Creek at Jerangle Road (CL 563326 - File Ref: 16/00631) Case Officer: Jessica French	Canberra Times	29 June 2016	27 July 2016	149.4235779	-35.69137011	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Jingera, adjoining &amp;/or within the following; Lot 129 &amp; 47 DP 754888 at 5827 Jerangle Road and Lot 5 DP 754888 adjacent to Ballinafad Creek at Jerangle Road (CL 563326 - File Ref: 16/00631) Case Officer: Jessica French&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Jessica French by email at Jessica.French@crownland.nsw.gov.au or on T:02 6640 3951 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690027	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	NIMMITABEL	Crown road at Nimmitabel adjoining the property ?Emmaville? at 1432 Tom Groggin Road. CL 563485 File Ref 16/00729	Cooma Monaro Post	29 June 2016	27 July 2016	149.2843317	-36.51229751	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Kybeyan, east of the Kybeyan State Conservation Area, North of the Lone Pine Trail and Hains Road, West of the Wadbilla National Park and South of old Kybeyan road. Including crown roads within properties known as ?Big Hill? and ?Kybeyan?. CL 563372 File Ref 16/00665&nbsp; </p> </li> <li><p>Crown road at Nimmitabel adjoining the property ?Emmaville? at 1432 Tom Groggin Road. CL 563485 File Ref 16/00729&nbsp; </p> </li> <li><p>Crown roads at Shannon?s Flat within and adjoining all boundaries of the property at 35 Yaouk Road. CL 564649 File Ref 16/01484&nbsp; </p> </li> <li><p>Crown roads at Michelago, south of Strike a Light River, east of Hole in Wall Creek, west of Glen Fergus Creek, north of Strike a Light fire trail. Within and adjoining Lots 7 and 42 DP 750565. CL 565306 File Ref 16/01825&nbsp; </p> </li> <li><p>Crown road at Kybeyan, adjoining the southern boundary of the road at 59 The Avenue.CL 565378 File Ref 16/01849&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Stephen Houlahan by email at Steve.Houlahan@crownland.nsw.gov.au or on T:02 6640 3908 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690027	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	SHANNONS FLAT, BOLARO	Crown roads at Shannon?s Flat within and adjoining all boundaries of the property at 35 Yaouk Road. CL 564649 File Ref 16/01484	Cooma Monaro Post	29 June 2016	27 July 2016	148.9537232	-35.92983868	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Kybeyan, east of the Kybeyan State Conservation Area, North of the Lone Pine Trail and Hains Road, West of the Wadbilla National Park and South of old Kybeyan road. Including crown roads within properties known as ?Big Hill? and ?Kybeyan?. CL 563372 File Ref 16/00665&nbsp; </p> </li> <li><p>Crown road at Nimmitabel adjoining the property ?Emmaville? at 1432 Tom Groggin Road. CL 563485 File Ref 16/00729&nbsp; </p> </li> <li><p>Crown roads at Shannon?s Flat within and adjoining all boundaries of the property at 35 Yaouk Road. CL 564649 File Ref 16/01484&nbsp; </p> </li> <li><p>Crown roads at Michelago, south of Strike a Light River, east of Hole in Wall Creek, west of Glen Fergus Creek, north of Strike a Light fire trail. Within and adjoining Lots 7 and 42 DP 750565. CL 565306 File Ref 16/01825&nbsp; </p> </li> <li><p>Crown road at Kybeyan, adjoining the southern boundary of the road at 59 The Avenue.CL 565378 File Ref 16/01849&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Stephen Houlahan by email at Steve.Houlahan@crownland.nsw.gov.au or on T:02 6640 3908 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690027	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	KYBEYAN	Crown road at Kybeyan, adjoining the southern boundary of the road at 59 The Avenue.CL 565378 File Ref 16/01849	Cooma Monaro Post	29 June 2016	27 July 2016	149.4622375	-36.32738943	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Kybeyan, east of the Kybeyan State Conservation Area, North of the Lone Pine Trail and Hains Road, West of the Wadbilla National Park and South of old Kybeyan road. Including crown roads within properties known as ?Big Hill? and ?Kybeyan?. CL 563372 File Ref 16/00665&nbsp; </p> </li> <li><p>Crown road at Nimmitabel adjoining the property ?Emmaville? at 1432 Tom Groggin Road. CL 563485 File Ref 16/00729&nbsp; </p> </li> <li><p>Crown roads at Shannon?s Flat within and adjoining all boundaries of the property at 35 Yaouk Road. CL 564649 File Ref 16/01484&nbsp; </p> </li> <li><p>Crown roads at Michelago, south of Strike a Light River, east of Hole in Wall Creek, west of Glen Fergus Creek, north of Strike a Light fire trail. Within and adjoining Lots 7 and 42 DP 750565. CL 565306 File Ref 16/01825&nbsp; </p> </li> <li><p>Crown road at Kybeyan, adjoining the southern boundary of the road at 59 The Avenue.CL 565378 File Ref 16/01849&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Stephen Houlahan by email at Steve.Houlahan@crownland.nsw.gov.au or on T:02 6640 3908 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690027	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	MICHELAGO, JERANGLE	Crown roads at Michelago, south of Strike a Light River, east of Hole in Wall Creek, west of Glen Fergus Creek, north of Strike a Light fire trail. Within and adjoining Lots 7 and 42 DP 750565. CL 565306 File Ref 16/01825	Cooma Monaro Post	29 June 2016	27 July 2016	149.1495129	-35.63946131	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Kybeyan, east of the Kybeyan State Conservation Area, North of the Lone Pine Trail and Hains Road, West of the Wadbilla National Park and South of old Kybeyan road. Including crown roads within properties known as ?Big Hill? and ?Kybeyan?. CL 563372 File Ref 16/00665&nbsp; </p> </li> <li><p>Crown road at Nimmitabel adjoining the property ?Emmaville? at 1432 Tom Groggin Road. CL 563485 File Ref 16/00729&nbsp; </p> </li> <li><p>Crown roads at Shannon?s Flat within and adjoining all boundaries of the property at 35 Yaouk Road. CL 564649 File Ref 16/01484&nbsp; </p> </li> <li><p>Crown roads at Michelago, south of Strike a Light River, east of Hole in Wall Creek, west of Glen Fergus Creek, north of Strike a Light fire trail. Within and adjoining Lots 7 and 42 DP 750565. CL 565306 File Ref 16/01825&nbsp; </p> </li> <li><p>Crown road at Kybeyan, adjoining the southern boundary of the road at 59 The Avenue.CL 565378 File Ref 16/01849&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Stephen Houlahan by email at Steve.Houlahan@crownland.nsw.gov.au or on T:02 6640 3908 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690027	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	TUROSS, KYBEYAN	Crown Roads at Kybeyan, east of the Kybeyan State Conservation Area, North of the Lone Pine Trail and Hains Road, West of the Wadbilla National Park and South of old Kybeyan road. Including crown roads within properties known as ?Big Hill? and ?Kybeyan?. CL 563372 File Ref 16/00665	Cooma Monaro Post	29 June 2016	27 July 2016	149.5014897	-36.29291926	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Kybeyan, east of the Kybeyan State Conservation Area, North of the Lone Pine Trail and Hains Road, West of the Wadbilla National Park and South of old Kybeyan road. Including crown roads within properties known as ?Big Hill? and ?Kybeyan?. CL 563372 File Ref 16/00665&nbsp; </p> </li> <li><p>Crown road at Nimmitabel adjoining the property ?Emmaville? at 1432 Tom Groggin Road. CL 563485 File Ref 16/00729&nbsp; </p> </li> <li><p>Crown roads at Shannon?s Flat within and adjoining all boundaries of the property at 35 Yaouk Road. CL 564649 File Ref 16/01484&nbsp; </p> </li> <li><p>Crown roads at Michelago, south of Strike a Light River, east of Hole in Wall Creek, west of Glen Fergus Creek, north of Strike a Light fire trail. Within and adjoining Lots 7 and 42 DP 750565. CL 565306 File Ref 16/01825&nbsp; </p> </li> <li><p>Crown road at Kybeyan, adjoining the southern boundary of the road at 59 The Avenue.CL 565378 File Ref 16/01849&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Stephen Houlahan by email at Steve.Houlahan@crownland.nsw.gov.au or on T:02 6640 3908 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
403690034	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	{"SNOWY MONARO REGIONAL COUNCIL"}	WILLIAMSDALE, MICHELAGO	Crown roads at Williamsdale, adjoining &/or within the following; Lot 2 DP 1080040 at 7217 Monaro Highway; Lot 1 DP 854855 at 7063 Monaro Highway; Lot 215 & 216 at 7217 Monaro Highway;  Lot 2 DP 854855 at 7061 Monaro Highway and Lot 3 DP 854855 at 7059 Monaro Highway (CL 563596 - File Ref: 16/01265) Case Officer: Jessica French	Canberra Times	29 June 2016	27 July 2016	149.1334673	-35.56945889	<p><br/></p> <p><b>PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 &amp; NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989</b></p> <p>In pursuance of the provisions of the <i>Roads Act 1993</i>, notice is hereby given that the Minister for Lands and Water proposes to consider closing the public roads listed in Schedule 1. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Williamsdale, adjoining &amp;/or within the following; Lot 2 DP 1080040 at 7217 Monaro Highway; Lot 1 DP 854855 at 7063 Monaro Highway; Lot 215 &amp; 216 at 7217 Monaro Highway;&nbsp; Lot 2 DP 854855 at 7061 Monaro Highway and Lot 3 DP 854855 at 7059 Monaro Highway (CL 563596 - File Ref: 16/01265) Case Officer: Jessica French&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to DPI - Lands, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.&nbsp; Please note that under the provisions of the Government Information (Public Access) Act, such submissions may be referred to third parties (such as council or the closure applicant) for consideration.</p> <p>In the event of closing of the road proving to be unobjectionable it is further notified that, on a date not less than fourteen (14) days after the date of notification in the Government Gazette of the closing of such roads, consideration may be given to the sale/vesting of the included area of Crown Land under the <i>Crown Lands Act 1989</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Jessica French by email at Jessica.French@crownland.nsw.gov.au or on T:02 6640 3951 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>			
